2009,Local,NJ,New Jersey,2009-09-05,1,0,1,1,0,Hispanic or Latino,White,1,Simple Assault,1,Highway/Street,Racial Bias,Adult,False,Racial Bias
2009,State,UT,Utah,2009-11-22,1,0,1,1,0,White,White,1,Simple Assault,1,Highway/Street,Sexual Orientation Bias,Adult,True,Sexual Orientation Bias
2009,Local,SC,South Carolina,2009-02-28,0,1,1,1,0,American Indian or Alaska Native,White,1,Vandalism,1,Highway/Street,Racial Bias,Juvenile,False,Racial Bias
2009,State,IN,Indiana,2009-06-19,1,0,1,1,0,Black or African American,White,1,Intimidation,1,Residential Area,Racial Bias,Adult,True,Racial Bias
2009,Local,MN,Minnesota,2009-07-18,1,0,1,1,0,Asian,White,1,Destruction/Damage/Vandalism of Property,1,Business,Racial Bias,Adult,False,Racial Bias
2009,State,IA,Iowa,2009-08-15,0,1,1,1,0,Hispanic or Alaska Native,White,1,Vandalism,1,Highway/Street,Ethnic/National Origin Bias,Juvenile,True,Ethnic/National Origin Bias
2009,Local,KY,Kentucky,2009-09-20,1,0,1,1,0,White,White,1,Simple Assault,1,Highway/Street,Sexual Orientation Bias,Adult,False,Sexual Orientation Bias
2009,State,WY,Wyoming,2009-10-24,1,0,1,1,0,Black or African American,White,1,Intimidation,1,Residential Area,Racial Bias,Adult,True,Racial Bias
2010,Local,ID,Idaho,2010-01-17,1,0,1,1,0,Asian,White,1,Destruction/Damage/Vandalism of Property,1,Business,Racial Bias,Adult,False,Racial Bias
2010,State,DE,Delaware,2010-03-14,0,1,1,1,0,American Indian or Alaska Native,White,1,Vandalism,1,Highway/Street,Racial Bias,Juvenile,True,Racial Bias
2010,Local,WV,West Virginia,2010-09-19,1,0,1,1,0,Hispanic or Latino,White,1,Simple Assault,1,Highway/Street,Racial Bias,Adult,False,Racial Bias
2010,State,ME,Maine,2010-11-21,1,0,1,1,0,Black or African American,White,1,Intimidation,1,Residential Area,Racial Bias,Adult,True,Racial Bias
2010,Local,MO,Missouri,2010-02-28,0,1,1,1,0,Asian,White,1,Vandalism,1,Highway/Street,Racial Bias,Juvenile,False,Racial Bias
2010,State,RI,Rhode Island,2010-06-26,1,0,1,1,0,White,White,1,Simple Assault,1,Highway/Street,Sexual Orientation Bias,Adult,False,Sexual Orientation Bias
2010,Local,AZ,Arizona,2010-07-25,1,0,1,1,0,Hispanic or Latino,White,1,Destruction/Damage/Vandalism of Property,1,Business,Racial Bias,Adult,True,Racial Bias
2010,State,SD,South Dakota,2010-08-29,0,1,1,1,0,American Indian or Alaska Native,White,1,Vandalism,1,Highway/Street,Racial Bias,Juvenile,False,Racial Bias
2010,Local,AL,Alabama,2010-09-26,1,0,1,1,0,Black or African American,White,1,Simple Assault,1,Highway/Street,Racial Bias,Adult,True,Racial Bias
2010,State,OR,Oregon,2010-10-31,1,0,1,1,0,White,White,1,Intimidation,1,Residential Area,Sexual Orientation Bias,Adult,False,Sexual Orientation Bias
2011,Local,VT,Vermont,2011-01-02,1,0,1,1,0,Hispanic or Latino,White,1,Destruction/Damage/Vandalism of Property,1,Business,Racial Bias,Adult,False,Racial Bias
2011,State,WY,Wyoming,2011-03-07,0,1,1,1,0,Asian,White,1,Vandalism,1,Highway/Street,Racial Bias,Juvenile,True,Racial Bias
2011,Local,IA,Iowa,2011-09-18,1,0,1,1,0,American Indian or Alaska Native,White,1,Simple Assault,1,Highway/Street,Racial Bias,Adult,False,Racial Bias
2011,State,LA,Louisiana,2011-11-20,1,0,1,1,0,Black or African American,White,1,Intimidation,1,Residential Area,Racial Bias,Adult,True,Racial Bias
2011,Local,ND,North Dakota,2011-02-27,0,1,1,1,0,Hispanic or Latino,White,1,Vandalism,1,Highway/Street,Ethnic/National Origin Bias,Juvenile,False,Ethnic/National Origin Bias
2011,State,MS,Mississippi,2011-06-24,1,0,1,1,0,White,White,1,Destruction/Damage/Vandalism of Property,1,Business,Sexual Orientation Bias,Adult,True,Sexual Orientation Bias
2011,Local,CO,Colorado,2011-07-31,1,0,1,1,0,Asian,White,1,Simple Assault,1,Highway/Street,Racial Bias,Adult,False,Racial Bias
2011,State,NE,Nebraska,2011-08-28,0,1,1,1,0,American Indian or Alaska Native,White,1,Vandalism,1,Highway/Street,Racial Bias,Juvenile,True,Racial Bias
2011,Local,HI,Hawaii,2011-09-25,1,0,1,1,0,Black or African American,White,1,Intimidation,1,Residential Area,Racial Bias,Adult,False,Racial Bias
2011,State,MT,Montana,2011-10-30,1,0,1,1,0,Hispanic or Latino,White,1,Destruction/Damage/Vandalism of Property,1,Business,Ethnic/National Origin Bias,Adult,True,Ethnic/National Origin Bias
2012,Local,NH,New Hampshire,2012-01-01,1,0,1,1,0,Asian,White,1,Simple Assault,1,Highway/Street,Racial Bias,Adult,False,Racial Bias
2012,State,NM,New Mexico,2012-03-04,0,1,1,1,0,White,White,1,Vandalism,1,Highway/Street,Sexual Orientation Bias,Juvenile,True,Sexual Orientation Bias
2012,Local,MD,Maryland,2012-09-16,1,0,1,1,0,American Indian or Alaska Native,White,1,Destruction/Damage/Vandalism of Property,1,Business,Racial Bias,Adult,False,Racial Bias
2012,State,KS,Kansas,2012-11-18,1,0,1,1,0,Black or African American,White,1,Intimidation,1,Residential Area,Racial Bias,Adult,True,Racial Bias
2012,Local,AK,Alaska,2012-02-29,0,1,1,1,0,Hispanic or Latino,White,1,Vandalism,1,Highway/Street,Ethnic/National Origin Bias,Juvenile,False,Ethnic/National Origin Bias
2012,State,CT,Connecticut,2012-06-23,1,0,1,1,0,White,White,1,Simple Assault,1,Highway/Street,Sexual Orientation Bias,Adult,True,Sexual Orientation Bias
DATA_YEAR,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
1993,State/Local,TX,Texas,1/1/1993,3,1,4,3,1,White,White,5,Vandalism,8,Park,Anti-Government,"Adult,Minor",No,1
1993,Local,OK,Oklahoma,2/2/1993,1,2,2,1,1,Hispanic,Hispanic,3,Simple Assault,5,Residential Area,Anti-Religious,"Adult,Minor",Yes,1
2012,State/Local,CA,California,4/4/2012,2,1,3,2,1,Asian,Asian,3,Aggravated Assault,6,Commercial Area,Anti-Racial/Ethnic,"Adult,Minor",Yes,1
1995,Local,WV,West Virginia,6/6/1995,1,1,2,1,1,Black,Black,2,Vandalism,3,Park,Anti-Religious,"Adult,Minor",Yes,No
1997,State/Local,DE,Delaware,8/8/1997,2,0,3,2,1,White,White,3,Aggravated Assault,6,Commercial Area,Anti-Racial/Ethnic,Adult,No,1
1999,Local,NV,Nevada,10/10/1999,1,1,2,1,1,Black,Black,2,Vandalism,3,Park,Anti-Religious,"Adult,Minor",Yes,No
1992,Local,IN,Indiana,12/12/1992,1,1,2,1,1,White,White,2,Simple Assault,3,Residential Area,Anti-Government,"Adult,Minor",Yes,No
1994,State/Local,IA,Iowa,2/2/1994,2,0,3,2,1,Black,Black,3,Vandalism,6,Commercial Area,Anti-Religious,Adult,No,1
1996,Local,LA,Louisiana,4/4/1996,1,1,2,1,1,White,White,2,Vandalism,3,Park,Anti-Government,"Adult,Minor",Yes,No
2012,State/Local,WI,Wisconsin,5/5/2012,2,0,3,2,1,Asian,Asian,3,Aggravated Assault,6,Commercial Area,Anti-Racial/Ethnic,Adult,No,1
1998,Local,MS,Mississippi,7/7/1998,1,1,2,1,1,White,White,2,Vandalism,3,Park,Anti-Government,"Adult,Minor",Yes,No
1993,Local,AR,Arkansas,9/9/1993,2,0,3,2,1,Black,Black,3,Aggravated Assault,6,Commercial Area,Anti-Racial/Ethnic,Adult,No,1
2011,State/Local,FL,Florida,10/10/2011,1,1,2,1,1,White,White,2,Vandalism,3,Park,Anti-Government,"Adult,Minor",Yes,No
1995,Local,MO,Missouri,11/11/1995,1,1,2,1,1,Hispanic,Hispanic,2,Simple Assault,3,Residential Area,Anti-Racial/Ethnic,"Adult,Minor",Yes,No
2012,Local,CO,Colorado,2/2/2012,1,1,2,1,1,Black,Black,2,Vandalism,3,Park,Anti-Religious,"Adult,Minor",Yes,No
1994,Local,NC,North Carolina,3/3/1994,2,0,3,2,1,White,White,3,Aggravated Assault,6,Commercial Area,Anti-Racial/Ethnic,Adult,No,1
1996,Local,KY,Kentucky,5/5/1996,1,1,2,1,1,White,White,2,Vandalism,3,Park,Anti-Government,"Adult,Minor",Yes,No
1991,Local,AL,Alabama,7/7/1991,2,0,3,2,1,Black,Black,3,Aggravated Assault,6,Commercial Area,Anti-Racial/Ethnic,Adult,No,1
1998,State/Local,NE,Nebraska,8/8/1998,1,1,2,1,1,Hispanic,Hispanic,2,Simple Assault,3,Residential Area,Anti-Racial/Ethnic,"Adult,Minor",Yes,No
1993,Local,GA,Georgia,10/10/1993,1,1,2,1,1,Black,Black,2,Vandalism,3,Park,Anti-Government,"Adult,Minor",Yes,No
2011,State/Local,MI,Michigan,11/11/2011,2,0,3,2,1,Asian,Asian,3,Aggravated Assault,6,Commercial Area,Anti-Racial/Ethnic,Adult,No,1
1992,State/Local,IL,Illinois,1/1/1992,1,1,2,1,1,White,White,2,Vandalism,3,Park,Anti-Government,"Adult,Minor",Yes,No
1993,Local,,Alabama,1993-05-01,1,0,1,1,0,White,Hispanic,1,Hate Crime Against House of Worship,1,Commercial Building,Anti-Religious,Adult,Yes,
2011,State,,Alaska,2011-02-01,0,1,2,1,1,Asian,White,2,Intimidation,2,Residential Area,Ethnicity,"Adult,Child",Yes,Anti-Asian
1995,Federal,,Arizona,1995-09-01,1,0,1,1,0,White,Black,1,Hate Crime Against Business or Charity,1,School,Anti-Racial,Adult,Yes,
1999,Local,,Arkansas,1999-07-01,0,1,1,1,0,Hispanic,White,1,Simple Assault,1,Residential Area,Anti-Religious,Child,Yes,Anti-Christian
2005,State,,California,2005-11-01,1,0,1,1,0,Black,White,1,Hate Crime Against Business or Charity,1,Commercial Building,Anti-Racial,Adult,Yes,
1992,Federal,,Colorado,1992-03-01,0,1,1,1,0,White,Asian,1,Simple Assault,1,Residential Area,Anti-Ethnicity,Child,Yes,Anti-Asian
1996,Local,,Connecticut,1996-10-01,1,0,1,1,0,White,Hispanic,1,Hate Crime Against Business or Charity,1,School,Anti-Racial,Adult,Yes,
2007,State,,Delaware,2007-08-01,0,1,2,1,1,Hispanic,White,2,Intimidation,2,Commercial Building,Anti-Religious,"Adult,Child",Yes,Anti-Christian
1994,Federal,,Florida,1994-01-01,1,0,1,1,0,White,Black,1,Hate Crime Against House of Worship,1,Residential Area,Anti-Racial,Adult,Yes,
2009,Local,,Georgia,2009-06-01,0,1,1,1,0,Asian,White,1,Simple Assault,1,School,Anti-Ethnicity,Child,Yes,Anti-Asian
1998,State,,Hawaii,1998-04-01,1,0,1,1,0,White,Hispanic,1,Hate Crime Against Business or Charity,1,Commercial Building,Anti-Religious,Adult,Yes,
2003,Federal,,Idaho,2003-09-01,0,1,1,1,0,White,Black,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Racial,Child,Yes,Anti-Black
1997,Local,,Illinois,1997-02-01,1,0,1,1,0,Black,White,1,Hate Crime Against House of Worship,1,School,Anti-Racial,Adult,Yes,
2001,State,,Indiana,2001-05-01,0,1,2,1,1,White,Asian,2,Intimidation,2,Commercial Building,Anti-Ethnicity,"Adult,Child",Yes,Anti-Asian
1991,Federal,,Iowa,1991-08-01,1,0,1,1,0,White,Hispanic,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Religious,Adult,Yes,
2006,Local,,Kansas,2006-03-01,0,1,1,1,0,Asian,White,1,Simple Assault,1,School,Anti-Ethnicity,Child,Yes,Anti-Asian
1999,State,,Kentucky,1999-01-01,1,0,1,1,0,Black,White,1,Hate Crime Against House of Worship,1,Commercial Building,Anti-Racial,Adult,Yes,
2004,Federal,,Louisiana,2004-07-01,0,1,1,1,0,White,Black,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Racial,Child,Yes,Anti-Black
1993,Local,,Maine,1993-09-01,1,0,1,1,0,White,Hispanic,1,Hate Crime Against Business or Charity,1,School,Anti-Religious,Adult,Yes,
2008,State,,Maryland,2008-02-01,0,1,2,1,1,White,Asian,2,Intimidation,2,Commercial Building,Anti-Ethnicity,"Adult,Child",Yes,Anti-Asian
1995,Federal,,Massachusetts,1995-04-01,1,0,1,1,0,White,Black,1,Hate Crime Against House of Worship,1,Residential Area,Anti-Racial,Adult,Yes,
2000,Local,,Michigan,2000-11-01,0,1,1,1,0,Hispanic,White,1,Simple Assault,1,School,Anti-Religious,Child,Yes,Anti-Christian
1992,State,,Minnesota,1992-06-01,1,0,1,1,0,Black,White,1,Hate Crime Against Business or Charity,1,Commercial Building,Anti-Racial,Adult,Yes,
2002,Federal,,Mississippi,2002-03-01,0,1,1,1,0,White,Asian,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Ethnicity,Child,Yes,Anti-Asian
1996,Local,,Missouri,1996-08-01,1,0,1,1,0,White,Hispanic,1,Hate Crime Against House of Worship,1,School,Anti-Religious,Adult,Yes,
2009,State,,Montana,2009-05-01,0,1,2,1,1,White,Black,2,Intimidation,2,Commercial Building,Anti-Racial,"Adult,Child",Yes,Anti-Black
1998,Federal,,Nebraska,1998-01-01,1,0,1,1,0,White,Hispanic,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Religious,Adult,Yes,
2005,Local,,Nevada,2005-02-01,0,1,1,1,0,Asian,White,1,Simple Assault,1,School,Anti-Ethnicity,Child,Yes,Anti-Asian
1994,State,,New Hampshire,1994-07-01,1,0,1,1,0,Black,White,1,Hate Crime Against House of Worship,1,Commercial Building,Anti-Racial,Adult,Yes,
2007,Federal,,New Jersey,2007-09-01,0,1,1,1,0,White,Hispanic,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Religious,Child,Yes,Anti-Christian
1997,Local,,New Mexico,1997-03-01,1,0,1,1,0,White,Asian,1,Hate Crime Against House of Worship,1,School,Anti-Ethnicity,Adult,Yes,
2003,State,,New York,2003-01-01,0,1,2,1,1,Hispanic,White,2,Intimidation,2,Commercial Building,Anti-Religious,"Adult,Child",Yes,Anti-Christian
1999,Federal,,North Carolina,1999-08-01,1,0,1,1,0,Black,White,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Racial,Adult,Yes,
2006,Local,,North Dakota,2006-04-01,0,1,1,1,0,Asian,White,1,Simple Assault,1,School,Anti-Ethnicity,Child,Yes,Anti-Asian
1992,State,,Ohio,1992-10-01,1,0,1,1,0,White,Hispanic,1,Hate Crime Against House of Worship,1,Commercial Building,Anti-Religious,Adult,Yes,
2008,Federal,,Oklahoma,2008-06-01,0,1,1,1,0,White,Black,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Racial,Child,Yes,Anti-Black
1995,Local,,Oregon,1995-01-01,1,0,1,1,0,Black,White,1,Hate Crime Against House of Worship,1,School,Anti-Racial,Adult,Yes,
2002,State,,Pennsylvania,2002-09-01,0,1,2,1,1,White,Asian,2,Intimidation,2,Commercial Building,Anti-Ethnicity,"Adult,Child",Yes,Anti-Asian
1993,Federal,,Rhode Island,1993-05-01,1,0,1,1,0,White,Hispanic,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Religious,Adult,Yes,
2004,Local,,South Carolina,2004-02-01,0,1,1,1,0,Asian,White,1,Simple Assault,1,School,Anti-Ethnicity,Child,Yes,Anti-Asian
1996,State,,South Dakota,1996-01-01,1,0,1,1,0,Black,White,1,Hate Crime Against House of Worship,1,Commercial Building,Anti-Racial,Adult,Yes,
2009,Federal,,Tennessee,2009-03-01,0,1,1,1,0,White,Hispanic,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Religious,Child,Yes,Anti-Christian
1998,Local,,Texas,1998-09-01,1,0,1,1,0,White,Asian,1,Hate Crime Against House of Worship,1,School,Anti-Ethnicity,Adult,Yes,
2005,State,,Utah,2005-10-01,0,1,2,1,1,Hispanic,White,2,Intimidation,2,Commercial Building,Anti-Religious,"Adult,Child",Yes,Anti-Christian
1999,Federal,,Vermont,1999-04-01,1,0,1,1,0,Black,White,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Racial,Adult,Yes,
2006,Local,,Virginia,2006-01-01,0,1,1,1,0,Asian,White,1,Simple Assault,1,School,Anti-Ethnicity,Child,Yes,Anti-Asian
1992,State,,Washington,1992-07-01,1,0,1,1,0,White,Hispanic,1,Hate Crime Against House of Worship,1,Commercial Building,Anti-Religious,Adult,Yes,
2007,Federal,,West Virginia,2007-02-01,0,1,1,1,0,White,Black,1,Hate Crime Against Business or Charity,1,Residential Area,Anti-Racial,Child,Yes,Anti-Black
1994,Local,,Wisconsin,1994-06-01,1,0,1,1,0,Black,White,1,Hate Crime Against House of Worship,1,School,Anti-Racial,Adult,Yes,
2003,State,,Wyoming,2003-08-01,0,1,2,1,1,White,Asian,2,Intimidation,2,Commercial Building,Anti-Ethnicity,"Adult,Child",Yes,Anti-Asian
year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1993,State,CA,California,1993-01-01,2,1,3,2,1,W,Asian/Other,3,Larceny,3,Liberty Lines Transit,Antisemitic,Adult,Yes,Yes
1993,Local,TX,Texas,1993-01-15,1,0,2,1,1,B,Black,1,Simple Assault,1,Sheriff's Office,Homophobic,Adult,No,No
1993,Local,WA,Washington,1993-02-01,0,1,2,0,2,A,White,1,Vandalism,1,University of Washington,Racist,Juvenile,Yes,Yes
1993,Federal,NY,New York,1993-03-01,2,0,4,2,2,W,Hispanic,2,Intimidation,2,New York City Police Department,Antisemitic,Adult,No,No
1993,Local,IL,Illinois,1993-04-01,1,0,3,1,2,B,Black,1,Aggravated Assault,1,Chicago Police Department,Homophobic,Adult,Yes,Yes
1993,State,FL,Florida,1993-05-01,0,2,2,0,2,A,White,2,Vandalism,2,Florida State University,Racist,Juvenile,No,No
1993,Local,OH,Ohio,1993-06-01,2,0,4,2,2,W,Asian/Other,2,Intimidation,2,Columbus Police Department,Antisemitic,Adult,No,No
1994,Federal,PA,Pennsylvania,1994-01-01,1,0,2,1,1,B,Black,1,Simple Assault,1,Pittsburgh Police Department,Homophobic,Adult,No,No
1994,State,GA,Georgia,1994-01-15,0,1,2,0,2,A,White,1,Vandalism,1,Georgia State University,Racist,Juvenile,Yes,Yes
1994,Local,NJ,New Jersey,1994-02-01,2,0,4,2,2,W,Hispanic,2,Intimidation,2,New Jersey State Police,Antisemitic,Adult,No,No
1994,Local,AZ,Arizona,1994-03-01,1,0,3,1,2,B,Black,1,Aggravated Assault,1,Phoenix Police Department,Homophobic,Adult,Yes,Yes
1994,State,MI,Michigan,1994-04-01,0,2,2,0,2,A,White,2,Vandalism,2,Michigan State University,Racist,Juvenile,No,No
1994,Local,NC,North Carolina,1994-05-01,2,0,4,2,2,W,Asian/Other,2,Intimidation,2,Charlotte-Mecklenburg Police Department,Antisemitic,Adult,No,No
1995,Federal,IN,Indiana,1995-01-01,1,0,2,1,1,B,Black,1,Simple Assault,1,Indianapolis Metropolitan Police Department,Homophobic,Adult,No,No
1995,State,SC,South Carolina,1995-01-15,0,1,2,0,2,A,White,1,Vandalism,1,University of South Carolina,Racist,Juvenile,Yes,Yes
1995,Local,VT,Vermont,1995-02-01,2,0,4,2,2,W,Hispanic,2,Intimidation,2,Burlington Police Department,Antisemitic,Adult,No,No
1995,Local,NM,New Mexico,1995-03-01,1,0,3,1,2,B,Black,1,Aggravated Assault,1,Albuquerque Police Department,Homophobic,Adult,Yes,Yes
1995,State,WI,Wisconsin,1995-04-01,0,2,2,0,2,A,White,2,Vandalism,2,University of Wisconsin,Racist,Juvenile,No,No
1995,Local,KY,Kentucky,1995-05-01,2,0,4,2,2,W,Asian/Other,2,Intimidation,2,Louisville Metro Police Department,Antisemitic,Adult,No,No
1996,Federal,CO,Colorado,1996-01-01,1,0,2,1,1,B,Black,1,Simple Assault,1,Denver Police Department,Homophobic,Adult,No,No
1996,State,TN,Tennessee,1996-01-15,0,1,2,0,2,A,White,1,Vandalism,1,University of Tennessee,Racist,Juvenile,Yes,Yes
1996,Local,IA,Iowa,1996-02-01,2,0,4,2,2,W,Hispanic,2,Intimidation,2,Des Moines Police Department,Antisemitic,Adult,No,No
1996,Local,OK,Oklahoma,1996-03-01,1,0,3,1,2,B,Black,1,Aggravated Assault,1,Oklahoma City Police Department,Homophobic,Adult,Yes,Yes
1996,State,AL,Alabama,1996-04-01,0,2,2,0,2,A,White,2,Vandalism,2,University of Alabama,Racist,Juvenile,No,No
1996,Local,CT,Connecticut,1996-05-01,2,0,4,2,2,W,Asian/Other,2,Intimidation,2,Hartford Police Department,Antisemitic,Adult,No,No
1997,Federal,WV,West Virginia,1997-01-01,1,0,2,1,1,B,Black,1,Simple Assault,1,West Virginia State Police,Homophobic,Adult,No,No
1997,State,LA,Louisiana,1997-01-15,0,1,2,0,2,A,White,1,Vandalism,1,Louisiana State University,Racist,Juvenile,Yes,Yes
1997,Local,MS,Mississippi,1997-02-01,2,0,4,2,2,W,Hispanic,2,Intimidation,2,Jackson Police Department,Antisemitic,Adult,No,No
1997,Local,AR,Arkansas,1997-03-01,1,0,3,1,2,B,Black,1,Aggravated Assault,1,Little Rock Police Department,Homophobic,Adult,Yes,Yes
1997,State,UT,Utah,1997-04-01,0,2,2,0,2,A,White,2,Vandalism,2,University of Utah,Racist,Juvenile,No,No
1997,Local,SD,South Dakota,1997-05-01,2,0,4,2,2,W,Asian/Other,2,Intimidation,2,Sioux Falls Police Department,Antisemitic,Adult,No,No
1998,Federal,NC,North Carolina,1998-01-01,1,0,2,1,1,B,Black,1,Simple Assault,1,Charlotte-Mecklenburg Police Department,Homophobic,Adult,No,No
1998,State,VT,Vermont,1998-01-15,0,1,2,0,2,A,White,1,Vandalism,1,University of Vermont,Racist,Juvenile,Yes,Yes
1998,Local,ID,Idaho,1998-02-01,2,0,4,2,2,W,Hispanic,2,Intimidation,2,Boise Police Department,Antisemitic,Adult,No,No
1998,Local,ME,Maine,1998-03-01,1,0,3,1,2,B,Black,1,Aggravated Assault,1,Portland Police Department,Homophobic,Adult,Yes,Yes
1998,State,MT,Montana,1998-04-01,0,2,2,0,2,A,White,2,Vandalism,2,University of Montana,Racist,Juvenile,No,No
1998,Local,RI,Rhode Island,1998-05-01,2,0,4,2,2,W,Asian/Other,2,Intimidation,2,Providence Police Department,Antisemitic,Adult,No,No
1999,Federal,DE,Delaware,1999-01-01,1,0,2,1,1,B,Black,1,Simple Assault,1,New Castle County Police,Homophobic,Adult,No,No
1999,State,NE,Nebraska,1999-01-15,0,1,2,0,2,A,White,1,Vandalism,1,University of Nebraska,Racist,Juvenile,Yes,Yes
1999,Local,MN,Minnesota,1999-02-01,2,0,4,2,2,W,Hispanic,2,Intimidation,2,Minneapolis Police Department,Antisemitic,Adult,No,No
1999,Local,NV,Nevada,1999-03-01,1,0,3,1,2,B,Black,1,Aggravated Assault,1,Las Vegas Metropolitan Police Department,Homophobic,Adult,Yes,Yes
1999,State,KY,Kentucky,1999-04-01,0,2,2,0,2,A,White,2,Vandalism,2,University of Kentucky,Racist,Juvenile,No,No
1999,Local,WV,West Virginia,1999-05-01,2,0,4,2,2,W,Asian/Other,2,Intimidation,2,Fairmont Police Department,Antisemitic,Adult,No,No
1993,Law Enforcement Agency,CA,California,1993-02-15,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,Residence,Anti-Thug Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,TX,Texas,1992-11-20,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1991,Law Enforcement Agency,FL,Florida,1991-09-01,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,NY,New York,1992-05-15,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Intimidation,1,Residence,Anti-Asian Bias,Adulthood,False Pretenses,False Pretenses
1991,Law Enforcement Agency,IL,Illinois,1991-03-20,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1993,Law Enforcement Agency,OH,Ohio,1993-08-10,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,PA,Pennsylvania,1992-01-05,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1991,Law Enforcement Agency,GA,Georgia,1991-11-25,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,NJ,New Jersey,1992-09-15,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1993,Law Enforcement Agency,MI,Michigan,1993-04-10,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,AZ,Arizona,1992-07-20,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1991,Law Enforcement Agency,TN,Tennessee,1991-05-01,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,WI,Wisconsin,1992-03-10,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,Residence,Anti-Thug Bias,Adulthood,False Pretenses,False Pretenses
1993,Law Enforcement Agency,NC,North Carolina,1993-01-15,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,MO,Missouri,1992-06-20,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Simple Assault,1,Residence,Anti-Asian Bias,Adulthood,False Pretenses,False Pretenses
1991,Law Enforcement Agency,KY,Kentucky,1991-10-01,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,VT,Vermont,1992-08-10,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1993,Law Enforcement Agency,DE,Delaware,1993-06-15,1,0,1,1,0,Hispanic or Latino,Not Hispanic or Latino,1,Intimidation,1,Residence,Anti-Thug Bias,Adulthood,False Pretenses,False Pretenses
1992,Law Enforcement Agency,SC,South Carolina,1992-12-01,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
1991,Law Enforcement Agency,NE,Nebraska,1991-04-25,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Intimidation,1,Residence,Racial Bias,Adulthood,False Pretenses,False Pretenses
